ResponseId,duration,CRT,RME,age,education,race,gender,income,political_fiscal,political_social,political_party,marital_status
Response_200,1412,3,27,41,Some college or vocational training,White,Female,"$60,000 to $69,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_201,2243,4,28,39,2-year college degree,White,Male,"$100,000 to $149,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_202,1633,0,12,33,Post-college degree,White,Male,"$70,000 to $79,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_203,485,0,7,27,4-year college degree,White,Male,"$70,000 to $79,999",Somewhat Conservative,Somewhat Conservative,Democrat,Single Never Married
Response_204,1351,4,32,29,2-year college degree,White,Female,"$40,000 to $49,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_205,3346,3,22,26,Some college or vocational training,White,Female,"$50,000 to $59,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_206,1980,5,27,35,Some college or vocational training,White,Female,"$20,000 to $29,999",Moderate,Moderate,Independent,Single Never Married
Response_207,795,0,14,26,4-year college degree,White,Male,"$50,000 to $59,999",Strongly Conservative,Strongly Conservative,Democrat,Married or Domestic Partnership
Response_208,3472,0,21,26,4-year college degree,Black,Male,"$100,000 to $149,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_209,1327,1,30,41,4-year college degree,Asian,Female,"$100,000 to $149,999",Somewhat Conservative,Moderate,Republican,Married or Domestic Partnership
Response_210,1728,2,24,57,Post-college degree,White,Male,"$150,000 or more",Somewhat Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_211,2169,1,29,47,Some college or vocational training,White,Female,"$20,000 to $29,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_212,3375,6,26,40,Post-college degree,Black,Female,"$40,000 to $49,999",Somewhat Liberal,Somewhat Conservative,Democrat,Married or Domestic Partnership
Response_213,2235,1,19,45,High school diploma,White,Female,"$40,000 to $49,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_214,1625,3,26,30,2-year college degree,White,Female,"$40,000 to $49,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_215,2035,6,27,65,4-year college degree,White,Male,"$100,000 to $149,999",Moderate,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_216,2193,4,21,66,High school diploma,White,Male,"$40,000 to $49,999",Somewhat Liberal,Moderate,Independent,Married or Domestic Partnership
Response_217,1850,5,27,30,Post-college degree,White,Male,"$90,000 to $99,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_218,1555,6,28,39,4-year college degree,White,Male,"$10,000 to $19,999",Moderate,Strongly Liberal,Democrat,Single Never Married
Response_219,2156,2,27,37,4-year college degree,Asian,Female,"$90,000 to $99,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_220,3171,5,29,49,4-year college degree,Black,Female,"$10,000 to $19,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_221,2677,6,28,63,4-year college degree,White,Female,"$40,000 to $49,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_222,2269,4,29,47,Some college or vocational training,White,Female,"$50,000 to $59,999",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_223,1380,6,32,35,Post-college degree,Asian,Male,"$100,000 to $149,999",Somewhat Liberal,Strongly Liberal,Democrat,Single Never Married
Response_224,1866,6,30,69,Some college or vocational training,Other,Male,"$100,000 to $149,999",Somewhat Conservative,Somewhat Conservative,Independent,Married or Domestic Partnership
Response_225,4008,3,32,40,4-year college degree,Asian,Female,"$100,000 to $149,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_226,3594,3,21,34,4-year college degree,Black,Female,"$100,000 to $149,999",Somewhat Conservative,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_227,2408,2,17,33,4-year college degree,White,Male,"$40,000 to $49,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_228,2199,1,17,38,Post-college degree,White,Male,"$80,000 to $89,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_229,3242,6,30,50,Post-college degree,White,Male,"$100,000 to $149,999",Somewhat Conservative,Somewhat Conservative,Republican,Widowed
Response_230,1643,5,26,26,4-year college degree,White,Female,"$20,000 to $29,999",Somewhat Liberal,Strongly Liberal,Independent,Single Never Married
Response_231,703,0,22,32,4-year college degree,Asian,Male,"$90,000 to $99,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_232,506,0,7,27,4-year college degree,White,Male,"$70,000 to $79,999",Somewhat Conservative,Somewhat Conservative,Democrat,Single Never Married
Response_233,1854,6,32,64,Post-college degree,White,Male,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_234,2929,0,9,32,4-year college degree,White,Male,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_235,1626,0,21,62,4-year college degree,Asian,Female,"Less than $10,000",Moderate,Moderate,Democrat,Married or Domestic Partnership
Response_236,1967,2,17,68,2-year college degree,White,Female,"$50,000 to $59,999",Strongly Conservative,Somewhat Liberal,Republican,Married or Domestic Partnership
Response_237,1522,2,32,47,4-year college degree,White,Female,"$60,000 to $69,999",Moderate,Somewhat Liberal,Democrat,Divorced
Response_238,3367,5,31,37,Post-college degree,Asian,Female,"$60,000 to $69,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_239,1685,3,32,63,Post-college degree,White,Male,"$150,000 or more",Moderate,Moderate,Independent,Divorced
Response_240,1732,0,25,37,"Professional degree (JD, MD)",White,Male,"$100,000 to $149,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_241,1701,5,24,64,4-year college degree,Asian,Female,"$100,000 to $149,999",Moderate,Moderate,Republican,Married or Domestic Partnership
Response_242,657,0,11,27,4-year college degree,White,Male,"$40,000 to $49,999",Somewhat Conservative,Strongly Conservative,Democrat,Married or Domestic Partnership
Response_243,2048,3,26,29,2-year college degree,Black,Male,"$40,000 to $49,999",Moderate,Somewhat Conservative,Independent,Single Never Married
Response_244,2383,0,23,40,4-year college degree,Other,Male,"$10,000 to $19,999",Somewhat Liberal,Somewhat Liberal,Independent,Single Never Married
Response_245,1172,5,33,47,4-year college degree,White,Male,"$150,000 or more",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_246,1494,4,21,33,4-year college degree,Other,Female,"$100,000 to $149,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_247,1921,6,24,37,Some college or vocational training,White,Male,"$90,000 to $99,999",Moderate,Moderate,Independent,Single Never Married
Response_248,2317,0,27,66,Post-college degree,White,Female,"$80,000 to $89,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_249,3285,1,29,70,Some college or vocational training,White,Female,"$50,000 to $59,999",Strongly Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_250,3027,3,27,56,4-year college degree,Black,Female,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_251,1850,5,30,53,Some college or vocational training,White,Female,"Less than $10,000",Somewhat Liberal,Somewhat Liberal,Independent,Single Never Married
Response_252,772,0,8,29,4-year college degree,White,Male,"$30,000 to $39,999",Somewhat Conservative,Moderate,Democrat,Single Never Married
Response_253,1865,0,30,65,Some college or vocational training,White,Female,"$40,000 to $49,999",Somewhat Liberal,Somewhat Liberal,Democrat,Divorced
Response_254,477,0,11,27,4-year college degree,White,Male,"$70,000 to $79,999",Somewhat Conservative,Somewhat Conservative,Democrat,Single Never Married
Response_255,1720,5,33,67,4-year college degree,White,Male,"$40,000 to $49,999",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_256,1934,3,28,40,4-year college degree,White,Female,"$30,000 to $39,999",Somewhat Liberal,Strongly Liberal,Democrat,Single Never Married
Response_257,2811,0,13,41,Post-college degree,White,Female,"$100,000 to $149,999",Somewhat Liberal,Somewhat Liberal,Republican,Married or Domestic Partnership
Response_258,2200,6,24,37,4-year college degree,Asian,Male,"$30,000 to $39,999",Somewhat Liberal,Strongly Liberal,Democrat,Single Never Married
Response_259,2812,6,29,51,4-year college degree,White,Male,"$90,000 to $99,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_260,2459,2,29,40,4-year college degree,Asian,Male,"$70,000 to $79,999",Somewhat Conservative,Moderate,Republican,Married or Domestic Partnership
Response_261,2626,2,26,25,4-year college degree,White,Female,"$40,000 to $49,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_262,3204,0,19,47,2-year college degree,Black,Female,"$80,000 to $89,999",Somewhat Liberal,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_263,3035,5,31,60,2-year college degree,White,Female,"$50,000 to $59,999",Somewhat Conservative,Somewhat Conservative,Republican,Single Never Married
Response_264,2434,1,33,70,Some college or vocational training,White,Female,"$10,000 to $19,999",Somewhat Liberal,Somewhat Liberal,Democrat,Divorced
Response_265,1953,6,25,39,4-year college degree,White,Male,"$30,000 to $39,999",Moderate,Somewhat Liberal,Democrat,Single Never Married
Response_266,2281,6,31,30,4-year college degree,White,Male,"$50,000 to $59,999",Strongly Liberal,Somewhat Liberal,Independent,Single Never Married
Response_267,3343,2,25,40,Some college or vocational training,White,Male,"$30,000 to $39,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_268,2816,2,29,64,Some college or vocational training,White,Female,"$40,000 to $49,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_269,603,0,7,29,4-year college degree,White,Male,"$40,000 to $49,999",Strongly Conservative,Strongly Conservative,Democrat,Married or Domestic Partnership
Response_270,463,0,15,27,4-year college degree,White,Male,"$80,000 to $89,999",Somewhat Conservative,Somewhat Conservative,Democrat,Single Never Married
Response_271,1396,0,11,29,4-year college degree,White,Male,"$40,000 to $49,999",Somewhat Conservative,Moderate,Democrat,Single Never Married
Response_272,5342,2,25,27,4-year college degree,White,Male,"$30,000 to $39,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_273,1895,5,28,69,Post-college degree,White,Male,"$90,000 to $99,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_274,1960,5,35,36,Post-college degree,White,Female,"$80,000 to $89,999",Moderate,Somewhat Conservative,Independent,Married or Domestic Partnership
Response_275,1951,4,24,47,4-year college degree,Asian,Female,"$70,000 to $79,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_276,1133,4,29,40,Some college or vocational training,Asian,Male,"$20,000 to $29,999",Moderate,Moderate,Independent,Single Never Married
Response_277,5123,1,33,33,2-year college degree,White,Male,"$40,000 to $49,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_278,1054,3,33,37,2-year college degree,White,Female,"$20,000 to $29,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_279,4574,6,31,58,4-year college degree,Other,Female,"Less than $10,000",Somewhat Conservative,Somewhat Conservative,Republican,Divorced
Response_280,1439,1,21,49,4-year college degree,White,Male,"$100,000 to $149,999",Moderate,Moderate,Independent,Single Never Married
Response_281,431,0,8,27,4-year college degree,White,Male,"$80,000 to $89,999",Somewhat Conservative,Somewhat Conservative,Democrat,Single Never Married
Response_282,3195,6,29,67,4-year college degree,White,Male,"$40,000 to $49,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_283,5629,0,33,42,Some college or vocational training,Black,Female,"$50,000 to $59,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_284,1509,4,30,28,4-year college degree,Asian,Male,"$40,000 to $49,999",Moderate,Moderate,Independent,Single Never Married
Response_285,1464,5,27,31,4-year college degree,White,Female,"$40,000 to $49,999",Moderate,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_286,2063,0,32,51,Some college or vocational training,Black,Female,"Less than $10,000",Strongly Liberal,Strongly Liberal,Democrat,Widowed
Response_287,909,0,14,37,4-year college degree,Black,Male,"$30,000 to $39,999",Somewhat Conservative,Moderate,Republican,Married or Domestic Partnership
Response_288,1301,5,24,50,Post-college degree,White,Male,"$50,000 to $59,999",Moderate,Moderate,Independent,Divorced
Response_289,2406,2,35,43,2-year college degree,White,Female,"$40,000 to $49,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_290,1637,2,31,47,4-year college degree,White,Female,"$70,000 to $79,999",Somewhat Conservative,Moderate,Republican,Divorced
Response_291,3211,0,34,47,"Professional degree (JD, MD)",Black,Female,"$50,000 to $59,999",Strongly Liberal,Somewhat Liberal,Democrat,Divorced
Response_292,753,4,26,29,4-year college degree,White,Male,"$30,000 to $39,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_293,1636,5,31,31,4-year college degree,Asian,Male,"$60,000 to $69,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_294,795,6,34,44,"Professional degree (JD, MD)",White,Female,"$150,000 or more",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_295,714,0,16,33,4-year college degree,White,Male,"$70,000 to $79,999",Moderate,Moderate,Democrat,Married or Domestic Partnership
Response_296,3039,6,23,50,Some college or vocational training,White,Female,"$90,000 to $99,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_297,5483,2,29,45,Some college or vocational training,White,Female,"$30,000 to $39,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
